# sub	sup	accept|reject	reason	sub_wn	sup_wn — rulings Claude made under Peter's standing permission (moved out of review.tsv 2026-09-03 so attribution is honest; the `claude-ruling` witness)
binary-search-tree	binary-tree	accept	computing skeleton [2026-09-03]		
self-balancing-binary-search-tree	binary-search-tree	accept	computing skeleton [2026-09-03]		
avl-tree	self-balancing-binary-search-tree	accept	computing skeleton [2026-09-03]		
red-black-tree	self-balancing-binary-search-tree	accept	computing skeleton [2026-09-03]		
b-tree	tree-data-structure	accept	computing skeleton [2026-09-03]		
trie	tree-data-structure	accept	computing skeleton [2026-09-03]		
suffix-tree	trie	accept	computing skeleton [2026-09-03]		
graph-data-structure	data-structure	accept	computing skeleton [2026-09-03]		
adjacency-list	graph-data-structure	accept	computing skeleton [2026-09-03]		
adjacency-matrix	graph-data-structure	accept	computing skeleton [2026-09-03]		
set-data-structure	abstract-data-type	accept	computing skeleton [2026-09-03]		
skip-list	list	accept	computing skeleton [2026-09-03]		
persistent-data-structure	data-structure	accept	computing skeleton [2026-09-03]		
merkle-tree	tree-data-structure	accept	computing skeleton [2026-09-03]		
log-structured-merge-tree	data-structure	accept	computing skeleton [2026-09-03]		
push-down-queue	stack-data-structure	accept	computing skeleton [2026-09-03]		
stack-data-structure	abstract-data-type	accept	computing skeleton [2026-09-03]		
abstract-data-type	concept	accept	computing skeleton [2026-09-03]		
list	data-structure	accept	computing skeleton [2026-09-03]		
data-block	data-structure	accept	computing skeleton [2026-09-03]		
computability	property	accept	computing skeleton [2026-09-03]		
halting-problem	computational-problem	accept	computing skeleton [2026-09-03]		
computational-complexity-theory	computer-science	accept	computing skeleton [2026-09-03]		
p-versus-np-problem	computational-problem	accept	computing skeleton [2026-09-03]		
np-completeness	property	accept	computing skeleton [2026-09-03]		
time-complexity	quantity	accept	computing skeleton [2026-09-03]		
space-complexity	quantity	accept	computing skeleton [2026-09-03]		
big-o-notation	symbol	accept	computing skeleton [2026-09-03]		
turing-machine	model-of-computation	accept	computing skeleton [2026-09-03]		
lambda-calculus	model-of-computation	accept	computing skeleton [2026-09-03]		
model-of-computation	concept	accept	computing skeleton [2026-09-03]		
database	information	accept	computing skeleton [2026-09-03]		
database	collection	accept	computing skeleton [2026-09-03]		
electronic-database	database	accept	computing skeleton [2026-09-03]		
relational-database	electronic-database	accept	computing skeleton [2026-09-03]		
relational-model	data-model	accept	computing skeleton [2026-09-03]		
nosql	database-management-system	accept	computing skeleton [2026-09-03]		
graph-database	electronic-database	accept	computing skeleton [2026-09-03]		
graph-database	database-management-system	accept	computing skeleton [2026-09-03]		
column-oriented-dbms	database-management-system	accept	computing skeleton [2026-09-03]		
document-oriented-database	database-management-system	accept	computing skeleton [2026-09-03]		
key-value-database	database-management-system	accept	computing skeleton [2026-09-03]		
time-series-database	database-management-system	accept	computing skeleton [2026-09-03]		
in-memory-database	database-management-system	accept	computing skeleton [2026-09-03]		
embedded-database	database-management-system	accept	computing skeleton [2026-09-03]		
wide-column-store	database-management-system	accept	computing skeleton [2026-09-03]		
object-database	database-management-system	accept	computing skeleton [2026-09-03]		
temporal-database	database	accept	computing skeleton [2026-09-03]		
sqlite	relational-database-management-system	accept	computing skeleton [2026-09-03]		
sqlite	embedded-database	accept	computing skeleton [2026-09-03]		
postgresql	relational-database-management-system	accept	computing skeleton [2026-09-03]		
mysql	relational-database-management-system	accept	computing skeleton [2026-09-03]		
redis	key-value-database	accept	computing skeleton [2026-09-03]		
memcached	key-value-database	accept	computing skeleton [2026-09-03]		
datomic	database-management-system	accept	computing skeleton [2026-09-03]		
database-management-system	software	accept	computing skeleton [2026-09-03]		
database-schema	metadata	accept	computing skeleton [2026-09-03]		
database-table	data-structure	accept	computing skeleton [2026-09-03]		
database-index	data-structure	accept	computing skeleton [2026-09-03]		
query-optimization	data-processing	accept	computing skeleton [2026-09-03]		
query-plan	data-structure	accept	computing skeleton [2026-09-03]		
database-transaction	data-processing	accept	computing skeleton [2026-09-03]		
acid-transaction-properties	property	accept	computing skeleton [2026-09-03]		
transaction-atomicity	property	accept	computing skeleton [2026-09-03]		
database-consistency	property	accept	computing skeleton [2026-09-03]		
transaction-isolation	property	accept	computing skeleton [2026-09-03]		
transaction-durability	property	accept	computing skeleton [2026-09-03]		
two-phase-commit	consensus-algorithm	accept	computing skeleton [2026-09-03]		
write-ahead-logging	data-processing-technique	accept	computing skeleton [2026-09-03]		
database-normalization	data-processing	accept	computing skeleton [2026-09-03]		
denormalization	data-processing	accept	computing skeleton [2026-09-03]		
relational-join	data-processing	accept	computing skeleton [2026-09-03]		
database-view	database-table	accept	computing skeleton [2026-09-03]		
stored-procedure	subroutine	accept	computing skeleton [2026-09-03]		
database-trigger	subroutine	accept	computing skeleton [2026-09-03]		
object-relational-mapping	data-processing-technique	accept	computing skeleton [2026-09-03]		
database-shard	database-partition	accept	computing skeleton [2026-09-03]		
cap-theorem	theorem	accept	computing skeleton [2026-09-03]		
eventual-consistency	property	accept	computing skeleton [2026-09-03]		
strong-consistency	property	accept	computing skeleton [2026-09-03]		
distributed-consensus	computational-problem	accept	computing skeleton [2026-09-03]		
paxos	consensus-algorithm	accept	computing skeleton [2026-09-03]		
raft-consensus-algorithm	consensus-algorithm	accept	computing skeleton [2026-09-03]		
byzantine-fault	fault	accept	computing skeleton [2026-09-03]		
byzantine-fault-tolerance	fault-tolerance	accept	computing skeleton [2026-09-03]		
state-machine-replication	data-processing-technique	accept	computing skeleton [2026-09-03]		
leader-election	data-processing	accept	computing skeleton [2026-09-03]		
vector-clock	logical-clock	accept	computing skeleton [2026-09-03]		
lamport-timestamp	logical-clock	accept	computing skeleton [2026-09-03]		
logical-clock	data-structure	accept	computing skeleton [2026-09-03]		
bittorrent	communications-protocol	accept	computing skeleton [2026-09-03]		
bittorrent	peer-to-peer	accept	computing skeleton [2026-09-03]		
ipfs	communications-protocol	accept	computing skeleton [2026-09-03]		
libp2p	software-library	accept	computing skeleton [2026-09-03]		
libp2p	communications-protocol	accept	computing skeleton [2026-09-03]		
gnutella	communications-protocol	accept	computing skeleton [2026-09-03]		
gnutella	peer-to-peer	accept	computing skeleton [2026-09-03]		
conflict-free-replicated-data-type	data-structure	accept	computing skeleton [2026-09-03]		
operational-transformation	concurrency-control	accept	computing skeleton [2026-09-03]		
event-sourcing	software-design-pattern	accept	computing skeleton [2026-09-03]		
command-query-responsibility-segregation	software-design-pattern	accept	computing skeleton [2026-09-03]		
bitemporal-modeling	data-model	accept	computing skeleton [2026-09-03]		
write-once-read-many	data-storage	accept	computing skeleton [2026-09-03]		
message-queue	software	accept	computing skeleton [2026-09-03]		
publish-subscribe-pattern	software-design-pattern	accept	computing skeleton [2026-09-03]		
message-broker	middleware	accept	computing skeleton [2026-09-03]		
apache-kafka	message-broker	accept	computing skeleton [2026-09-03]		
stream-processing	data-processing	accept	computing skeleton [2026-09-03]		
batch-processing	data-processing	accept	computing skeleton [2026-09-03]		
extract-transform-load	data-processing	accept	computing skeleton [2026-09-03]		
data-pipeline	data-processing	accept	computing skeleton [2026-09-03]		
data-warehouse	electronic-database	accept	computing skeleton [2026-09-03]		
data-lake	data-warehouse	accept	computing skeleton [2026-09-03]		
data-mining	data-processing	accept	computing skeleton [2026-09-03]		
big-data	information	accept	computing skeleton [2026-09-03]		
apache-hadoop	software-framework	accept	computing skeleton [2026-09-03]		
apache-spark	software-framework	accept	computing skeleton [2026-09-03]		
load-balancing	data-processing-technique	accept	computing skeleton [2026-09-03]		
content-delivery-network	distributed-system	accept	computing skeleton [2026-09-03]		
web-cache	computer-cache	accept	computing skeleton [2026-09-03]		
user-interface	interface	accept	computing skeleton [2026-09-03]		
graphical-user-interface	user-interface	accept	computing skeleton [2026-09-03]		
text-based-user-interface	user-interface	accept	computing skeleton [2026-09-03]		
gui-widget	software-object	accept	computing skeleton [2026-09-03]		
gui-window	software-object	accept	computing skeleton [2026-09-03]		
dialog-box	gui-window	accept	computing skeleton [2026-09-03]		
foreground-window	gui-window	accept	computing skeleton [2026-09-03]		
desktop-environment	system-software	accept	computing skeleton [2026-09-03]		
window-manager	system-software	accept	computing skeleton [2026-09-03]		
x-window-system	system-software	accept	computing skeleton [2026-09-03]		
wayland	system-software	accept	computing skeleton [2026-09-03]		
wayland	communications-protocol	accept	computing skeleton [2026-09-03]		
human-computer-interaction	computer-science	accept	computing skeleton [2026-09-03]		
usability	software-quality-attribute	accept	computing skeleton [2026-09-03]		
user-experience	concept	accept	computing skeleton [2026-09-03]		
software-localization	data-processing	accept	computing skeleton [2026-09-03]		
internationalization	data-processing	accept	computing skeleton [2026-09-03]		
input-method	software	accept	computing skeleton [2026-09-03]		
keyboard-layout	concept	accept	computing skeleton [2026-09-03]		
computer-mouse	data-input-device	accept	computing skeleton [2026-09-03]		
touchscreen	data-input-device	accept	computing skeleton [2026-09-03]		
display-device	output-device	accept	computing skeleton [2026-09-03]		
printer	output-device	accept	computing skeleton [2026-09-03]		
image-scanner	data-input-device	accept	computing skeleton [2026-09-03]		
peripheral	hardware	accept	computing skeleton [2026-09-03]		
data-input-device	peripheral	accept	computing skeleton [2026-09-03]		
output-device	peripheral	accept	computing skeleton [2026-09-03]		
computer-operation	data-operation	accept	computing skeleton [2026-09-03]		
data-operation	data-processing	accept	computing skeleton [2026-09-03]		
asynchronous-operation	computer-operation	accept	computing skeleton [2026-09-03]		
auxiliary-operation	computer-operation	accept	computing skeleton [2026-09-03]		
boolean-operation	logical-operation	accept	computing skeleton [2026-09-03]		
logical-operation	computer-operation	accept	computing skeleton [2026-09-03]		
concurrent-operation	computer-operation	accept	computing skeleton [2026-09-03]		
control-operation	computer-operation	accept	computing skeleton [2026-09-03]		
dyadic-operation	computer-operation	accept	computing skeleton [2026-09-03]		
fixed-cycle-operation	computer-operation	accept	computing skeleton [2026-09-03]		
floating-point-operation	computer-operation	accept	computing skeleton [2026-09-03]		
majority-operation	threshold-operation	accept	computing skeleton [2026-09-03]		
threshold-operation	computer-operation	accept	computing skeleton [2026-09-03]		
monadic-operation	computer-operation	accept	computing skeleton [2026-09-03]		
multiplex-operation	computer-operation	accept	computing skeleton [2026-09-03]		
parallel-operation	computer-operation	accept	computing skeleton [2026-09-03]		
printing-operation	computer-operation	accept	computing skeleton [2026-09-03]		
serial-operation	computer-operation	accept	computing skeleton [2026-09-03]		
synchronous-operation	computer-operation	accept	computing skeleton [2026-09-03]		
search-operation	computer-operation	accept	computing skeleton [2026-09-03]		
data-retrieval	computer-operation	accept	computing skeleton [2026-09-03]		
sort-operation	computer-operation	accept	computing skeleton [2026-09-03]		
memory-access	computer-operation	accept	computing skeleton [2026-09-03]		
disk-access	memory-access	accept	computing skeleton [2026-09-03]		
carriage-return	control-operation	accept	computing skeleton [2026-09-03]		
line-feed	control-operation	accept	computing skeleton [2026-09-03]		
new-line	control-operation	accept	computing skeleton [2026-09-03]		
background-processing	data-processing	accept	computing skeleton [2026-09-03]		
foreground-processing	data-processing	accept	computing skeleton [2026-09-03]		
time-sharing	data-processing	accept	computing skeleton [2026-09-03]		
electronic-data-processing	data-processing	accept	computing skeleton [2026-09-03]		
integrated-data-processing	data-processing	accept	computing skeleton [2026-09-03]		
screen-saver	computer-program	accept	computing skeleton [2026-09-03]		
anonymous-ftp	practice	accept	computing skeleton [2026-09-03]		
ascii-character-set	character-set	accept	computing skeleton [2026-09-03]		
ascii-text-file	text-file	accept	computing skeleton [2026-09-03]		
source-code	code	accept	computing skeleton [2026-09-03]		
standard-generalized-markup-language	markup-language	accept	computing skeleton [2026-09-03]		
recursion	method	accept	computing skeleton [2026-09-03]		
local-first-software	software	accept	computing skeleton [2026-09-03]		
decentralized-storage	peer-to-peer	accept	computing skeleton [2026-09-03]		
content-addressable-storage	data-storage	accept	computing skeleton [2026-09-03]		
disk-partition	data-block	accept	computing skeleton [2026-09-03]		
cap-theorem	concept	accept	computing skeleton, second pass [2026-09-03]		
noisy-channel-coding-theorem	concept	accept	computing skeleton, second pass [2026-09-03]		
nyquist-shannon-sampling-theorem	concept	accept	computing skeleton, second pass [2026-09-03]		
shannon-source-coding-theorem	concept	accept	computing skeleton, second pass [2026-09-03]		
directed-graph	concept	accept	computing skeleton, second pass [2026-09-03]		
directed-acyclic-graph	directed-graph	accept	computing skeleton, second pass [2026-09-03]		
distributed-system	computer-system	accept	computing skeleton, second pass [2026-09-03]		
software-design-pattern	concept	accept	computing skeleton, second pass [2026-09-03]		
internet-of-things	computer-network	accept	computing skeleton, second pass [2026-09-03]		
internet-protocol-suite	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
osi-model	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
json-web-token	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
mime	internet-standard	accept	computing skeleton, second pass [2026-09-03]		
posix	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
public-key-infrastructure	computer-security-system	accept	computing skeleton, second pass [2026-09-03]		
web-feed	file-format	accept	computing skeleton, second pass [2026-09-03]		
serialization	data-processing	accept	computing skeleton, second pass [2026-09-03]		
taxonomy	knowledge-organization-system	accept	computing skeleton, second pass [2026-09-03]		
information-architecture	concept	accept	computing skeleton, second pass [2026-09-03]		
network-topology	concept	accept	computing skeleton, second pass [2026-09-03]		
keyboard-layout	concept	accept	computing skeleton, second pass [2026-09-03]		
metadata-standard	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
unicode	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
usb	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
uefi	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
hdmi	technical-standard	accept	computing skeleton, second pass [2026-09-03]		
legacy-system	computer-system	accept	computing skeleton, second pass [2026-09-03]		
endianness	code	accept	computing skeleton, second pass [2026-09-03]		
machine-word	code	accept	computing skeleton, second pass [2026-09-03]		
twos-complement	code	accept	computing skeleton, second pass [2026-09-03]		
high-level-formatting	code	accept	computing skeleton, second pass [2026-09-03]		
low-level-formatting	code	accept	computing skeleton, second pass [2026-09-03]		
controlled-thesaurus	controlled-vocabulary	accept	computing skeleton, second pass [2026-09-03]		
domain-ontology	computational-ontology	accept	computing skeleton, second pass [2026-09-03]		
upper-ontology	computational-ontology	accept	computing skeleton, second pass [2026-09-03]		
matroska	multimedia-container-format	accept	computing skeleton, second pass [2026-09-03]		
dependency-injection	software-design-pattern	accept	computing skeleton, second pass [2026-09-03]		
real-time	quantity	accept	computing skeleton, second pass [2026-09-03]		
run-time	quantity	accept	computing skeleton, second pass [2026-09-03]		
transitive-closure	concept	accept	computing skeleton, second pass [2026-09-03]		
transitive-reduction	concept	accept	computing skeleton, second pass [2026-09-03]		
partial-order	concept	accept	computing skeleton, second pass [2026-09-03]		
graph-theory	mathematics	accept	computing skeleton, second pass [2026-09-03]		
formal-concept-analysis	mathematics	accept	computing skeleton, second pass [2026-09-03]		
telephony	telecommunication	accept	computing skeleton, second pass [2026-09-03]		
